filename,mjd,rv_sci_mean_kms,rv_cal_mean_kms
EtalonEtalon_R01_20260409110001_deg0_sp.fits,61139.459550845,0.03999928269739508,0.04464279227084265
EtalonEtalon_R02_20260409050001_deg0_sp.fits,61139.211756907,0.043750320235182695,0.048350069259763984
EtalonEtalon_R02_20260409080002_deg0_sp.fits,61139.336772846,0.04311950616425698,0.04778644257137162
EtalonEtalon_R02_20260409110001_deg0_sp.fits,61139.461771683,0.03992350818494674,0.044828201442653454
EtalonEtalon_R03_20260409050001_deg0_sp.fits,61139.213977744,0.04406929442470432,0.04926911286886698
EtalonEtalon_R03_20260409080002_deg0_sp.fits,61139.338993683,0.04294661926412305,0.04929334035840303
EtalonEtalon_R03_20260409110001_deg0_sp.fits,61139.463992521,0.03895211592073496,0.04493689239983163
EtalonEtalon_R04_20260409050001_deg0_sp.fits,61139.216198580,0.04358573529930748,0.048966627964226635
EtalonEtalon_R04_20260409080002_deg0_sp.fits,61139.341214519,0.04241757890727589,0.049461225962103804
EtalonEtalon_R04_20260409110001_deg0_sp.fits,61139.466213357,0.039264528171518424,0.04702452208265791
EtalonEtalon_R05_20260409050001_deg0_sp.fits,61139.218419416,0.04218379280183137,0.04822834630770725
EtalonEtalon_R05_20260409080002_deg0_sp.fits,61139.343435354,0.04369234146425267,0.04845556805218124
EtalonEtalon_R05_20260409110001_deg0_sp.fits,61139.468434195,0.04005938964206326,0.04471348238069132
EtalonEtalon_R06_20260409050001_deg0_sp.fits,61139.220640253,0.04195945889838642,0.04849317988776146
EtalonEtalon_R06_20260409080002_deg0_sp.fits,61139.345656190,0.042690250144208526,0.04952885652688039
EtalonEtalon_R06_20260409110001_deg0_sp.fits,61139.470655033,0.04011884859909871,0.04676142731079383
EtalonEtalon_R07_20260409050001_deg0_sp.fits,61139.222861090,0.043040739305703284,0.049017978134893836
EtalonEtalon_R07_20260409080002_deg0_sp.fits,61139.347877027,0.04412055038726741,0.04881995550939213
